conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.84e+18,Sun Sep 15 23:26:14 +0000 2024,0.0,@NenkMonica Iblis nya kecolongan PKS bisa mendukung politik dinasti...pasti yang menggoda PKS iblis sekelas iblis yang menggoda Adam dan Hawa...,1.84e+18,,NenkMonica,in,,0.0,0.0,0.0,https://x.com/GengkiIshak/status/1835460143737450912,2979469087.0,GengkiIshak
1.84e+18,Sun Sep 15 23:12:11 +0000 2024,6.0,@masawep08 Terimakasih PKS sudah mendukung dinasti politik kami... https://t.co/7neoFC8nor,1.84e+18,https://pbs.twimg.com/media/GXjaDqvbUAAm1Lt.jpg,masawep08,in,,0.0,0.0,0.0,https://x.com/CumanSimpatisan/status/1835456608178176101,2410422246.0,CumanSimpatisan
1.83e+18,Sun Sep 15 22:57:28 +0000 2024,0.0,@bachrum_achmadi Politik dinegara konoha tidak ada musuh dan lawan yang abadi yang ada hanya kepentingan pribadi dan dinasti.,1.84e+18,,bachrum_achmadi,in,,0.0,0.0,0.0,https://x.com/AbahAnsori94778/status/1835452906621005844,1.78e+18,AbahAnsori94778
1.84e+18,Sun Sep 15 22:31:17 +0000 2024,0.0,@ekagumilars Termasuk mendukung dinasti politik jokowi ada putusan para ulama2 yg anda banggakan diatas taiiii,1.84e+18,,ekagumilars,in,,0.0,0.0,0.0,https://x.com/kapitasello/status/1835446316736110778,1.5e+18,kapitasello
1.84e+18,Sun Sep 15 22:23:08 +0000 2024,3.0,@DaengRewa66 @JhonSitorus_18 Hidup di era reformasi tapi rasa sebelum reformasi 1998 bahkkan jauh lebih rusak terutama ttg KORUPSI KOLUSI &amp; NEPOTISME. Yg paling rusak zaman ini adalah POLITIK DINASTI.,1.84e+18,,DaengRewa66,in,,0.0,0.0,0.0,https://x.com/giribatjo56/status/1835444264425377893,1149177703.0,giribatjo56
1.84e+18,Sun Sep 15 22:16:05 +0000 2024,0.0,@gustavssondhela Kalau pekerjaan diberikan bapaknya kpd anaknya dgn merobah konstitusi itu jelas politik dinasti tapi kalau anaknya berjuang sendiri mencapai hasil baik itu bukan politik dinasti,1.84e+18,,gustavssondhela,in,,0.0,0.0,0.0,https://x.com/m_tambunan/status/1835442492910825828,259177052.0,m_tambunan
1.84e+18,Sun Sep 15 18:27:31 +0000 2024,30.0,Saya hanya mengingatkan Pak @mohmahfudmd kalau punya dosa masa lalu jangan suka merasa.sok suci..ingat keputusan MK 2015 yg melegalkan politik dinasti ? Bukannya bapak yg ketok palu? Dosa bapak seumur hidup pd rakyat ! Sukabumi Gempa Anindya Bakrie Rasulullah MUFC Tidur Nanas https://t.co/rryrsTeaYF,1.84e+18,https://pbs.twimg.com/media/GXiY5jBbYAAtwmk.jpg,,in,,1.0,5.0,8.0,https://x.com/NyiMasRuminah/status/1835384972158603367,62468709.0,NyiMasRuminah
1.84e+18,Sun Sep 15 17:34:24 +0000 2024,4.0,@rikiarya757 @ridwankamil Padahal dia sendiri maju karena disuruh sama kolam politik dinasti,1.84e+18,,rikiarya757,in,,0.0,0.0,0.0,https://x.com/Rafs0110/status/1835371602713968690,312010327.0,Rafs0110
1.25e+18,Sun Sep 15 17:34:20 +0000 2024,0.0,@Radja_Nusantara BREBES adalah kabupaten terMISKIN seJateng setelah 10 TAHUN dibawah POLITIK DINASTI!! Hanya orang2 GUOBLOK yg masih bela politik dinasti!! Persetan Anies! Persetan Jokowi! Belalah akal sehat dan moralmu!!,1.84e+18,,Radja_Nusantara,in,,0.0,0.0,0.0,https://x.com/FariF11737945/status/1835371588247781809,1.52e+18,FariF11737945
1.84e+18,Sun Sep 15 17:25:58 +0000 2024,1.0,@MasBRO_back @mapedos01 @PKSejahtera Saya ngalamin bang tiba2 anak istri gw nanya kenapa pekaes bergabung sama dinasti dan nepotisme...? Ya udah nak Abi salah maafin Abi politik itu kotor ga usah pilih pekaes lg ,1.84e+18,,MasBRO_back,in,,0.0,0.0,0.0,https://x.com/urip_wibowo77/status/1835369479657931235,8.27e+17,urip_wibowo77
1.83e+18,Sun Sep 15 17:00:35 +0000 2024,1.0,@wallstreet_id @Heraloebss BREBES adalah kabupaten terMISKIN seJateng setelah 10 TAHUN dibawah POLITIK DINASTI!! Hanya orang2 GUOBLOK yg masih bela politik dinasti!!!,1.84e+18,,elmotrade,in,,0.0,0.0,0.0,https://x.com/FariF11737945/status/1835363093330964832,1.52e+18,FariF11737945
1.83e+18,Sun Sep 15 17:00:07 +0000 2024,3.0,@shda_agatha_ @Heraloebss BREBES adalah kabupaten terMISKIN seJateng setelah 10 TAHUN dibawah POLITIK DINASTI!! Hanya orang2 GUOBLOK yg masih bela politik dinasti!!,1.84e+18,,shda_agatha_,in,,0.0,0.0,0.0,https://x.com/FariF11737945/status/1835362975370428692,1.52e+18,FariF11737945
1.83e+18,Sun Sep 15 16:58:34 +0000 2024,0.0,@Heraloebss BREBES adalah kabupaten terMISKIN seJateng setelah 10 TAHUN dibawah POLITIK DINASTI!! Hanya orang2 GUOBLOK yg masih bela politik dinasti!!,1.84e+18,,Heraloebss,in,,0.0,0.0,0.0,https://x.com/FariF11737945/status/1835362584960393354,1.52e+18,FariF11737945
1.84e+18,Sun Sep 15 16:39:11 +0000 2024,0.0,@beIajarl DINASTI WARRIORï¸ DINASTI POLITIKï¸ Terbaik pemerintahku,1.84e+18,,sznthesun,in,,0.0,0.0,0.0,https://x.com/cowoprenagen/status/1835357707240632489,1643943344.0,cowoprenagen
1.84e+18,Sun Sep 15 16:19:07 +0000 2024,3.0,@ArsjadRasjid @Kadin_Indonesia Lawan politik dinasti di kadin pak! Era mulyono akan segera habis,1.84e+18,,ArsjadRasjid,in,,0.0,0.0,0.0,https://x.com/kretekmantab/status/1835352656971501967,1.56e+18,kretekmantab
1.84e+18,Sun Sep 15 16:10:04 +0000 2024,0.0,lama-lama baca twitnya si najib najib ini menjijikkan... ternyata permisif dan mengglorifikasi politik dinasti...,1.84e+18,,,in,,0.0,0.0,0.0,https://x.com/nomznomzzz/status/1835350381813178778,3192877427.0,nomznomzzz
1.84e+18,Sun Sep 15 13:06:58 +0000 2024,1.0,@yoeskenawas Pak bikin manual cara melawan politik dinasti dong,1.84e+18,,yoeskenawas,in,,0.0,2.0,0.0,https://x.com/PrayForPredator/status/1835304301029421204,315040271.0,PrayForPredator
1.84e+18,Sun Sep 15 13:06:56 +0000 2024,1.0,@Istiyo15 @GeiszChalifah @aniesbaswedan Soal nanti dah lu kedepankan sekarang Dah melebihi tuhan aja lu lol Noh lawan statmen soal politik dinasti yg di gaungkan par tai pks dan sekarang di sruput kembali ludahnya Gak usah nanti nanti masih lama,1.84e+18,,Istiyo15,in,,0.0,0.0,0.0,https://x.com/80R35/status/1835304292913442821,1.53e+18,80R35
1.83e+18,Sun Sep 15 13:05:18 +0000 2024,0.0,@ekagumilars Anak2 Abah sih mungkin iya ninggalin PKS krn Anis ditinggal. Tapi kalau pendukung PKS dr zaman PK seperti saya meninggalkan PKS bukan krn Anis lebih ke keputusan politiknya yg nyeleneh. Dukung Marchel lah dukung politik dinasti lah bener2 di ,1.84e+18,,ekagumilars,in,,0.0,0.0,0.0,https://x.com/herlanbiz/status/1835303881951281382,1.21e+18,herlanbiz
1.84e+18,Sun Sep 15 12:48:19 +0000 2024,0.0,@DedynurPalakka Nah bagus tu Pesen saya cuma satu. Jangan ikut ikutan politik dinasti ya. Jangan ya dik jangan,1.84e+18,,DedynurPalakka,in,,0.0,0.0,0.0,https://x.com/Mas_R3/status/1835299609645662265,1.04e+18,Mas_R3
1.84e+18,Sun Sep 15 12:45:58 +0000 2024,2.0,@AjiTeguh04 @PKSejahtera @FPKSDPRRI @JazuliJuwaini @PKSejahtera tidak konsisten menolak dinasti politik ini yg fatal..,1.84e+18,,AjiTeguh04,in,,0.0,0.0,0.0,https://x.com/Manusia2B/status/1835299016860639704,1.3e+18,Manusia2B
1.84e+18,Sun Sep 15 12:42:40 +0000 2024,0.0,Bukan cuma Psikopat tapi juga Anak Najis Konstitusi Produk Politik Dinasti Laknatullah.. #FufufafaBocilPsikopat,1.84e+18,,,in,,0.0,0.0,0.0,https://x.com/Bajrapata/status/1835298186614936004,1902680424.0,Bajrapata
1.84e+18,Sun Sep 15 12:29:21 +0000 2024,0.0,@rararaarra @hourlyima @WidasSatyo Apaasiiii hadeeh muncul. Apakah saya terlihat seperti anak buah Gerindra? Wtf Gerindra Wtf PSI keep TOLAK POLITIK DINASTI ,1.84e+18,,rararaarra,in,,0.0,0.0,0.0,https://x.com/Sri_Ramadhani23/status/1835294836276244539,117753760.0,Sri_Ramadhani23
1.84e+18,Sun Sep 15 12:27:48 +0000 2024,1.0,Kabupaten praktek politik dinasti. Ga keurus blas.,1.84e+18,,,in,,0.0,0.0,0.0,https://x.com/Ibnwhd_/status/1835294444171731357,70318572.0,Ibnwhd_
1.84e+18,Sun Sep 15 12:16:26 +0000 2024,6.0,@ekagumilars sinergi dengan pihak yg anda sebut melakukan politik dinasti? dengan pihak yang partai anda minta konstituen untuk jauhi? dan karena sekarang butuh kekuasaan partai anda berani ambil langkah jilat ludah sendiri? anyway berarti bener nih bakal,1.84e+18,,ekagumilars,in,,0.0,0.0,0.0,https://x.com/AndaloKifli/status/1835291583635407116,1.27e+18,AndaloKifli
1.84e+18,Sun Sep 15 12:15:38 +0000 2024,0.0,@ekagumilars Bisa di konfirmasi sama anggota majelis syuro - pertimbangan harus ikut nyemplung dan mendukung politik dinasti dan seolah mengemis seperti ucapan pak Syaikhu ( jangan cuma ajak Nasdem dan PKB dong - ajak PEKAES jg ),1.84e+18,,ekagumilars,in,,0.0,0.0,0.0,https://x.com/pejuangreceh007/status/1835291382921220552,1.39e+18,pejuangreceh007
1.83e+18,Sun Sep 15 12:12:45 +0000 2024,0.0,@ekagumilars @PKSejahtera Gabung sama rezim dinasti politik mah gabung aja sana ga usah tiba2 disambungin bawa2 Palestina.,1.84e+18,,ekagumilars,in,,0.0,0.0,0.0,https://x.com/cyberneticszone/status/1835290658648793232,1.46e+18,cyberneticszone
1.84e+18,Sun Sep 15 12:00:38 +0000 2024,1.0,@aindraku Bro pilkada yg lu dukung itu hasil dari politik dinasti yg partai lu koar2 lawan! pas pilpres. Dan rakyat banyak dukung karena satu frekuensi lawan dinasti jokowi. Nah giliran kalah pilpres itu pula yg kau dukung. Ya wajar kalo ada yg nilai part,1.84e+18,,aindraku,in,,0.0,1.0,0.0,https://x.com/AndaloKifli/status/1835287609993822305,1.27e+18,AndaloKifli
1.84e+18,Sun Sep 15 11:56:42 +0000 2024,34.0,Ooh ini cara nya supaya terlihat bersih dari korupsi tapi tetap cuan datang dengan deras nya ya gampang saja ubah saja aturan nya . Pantesan ngotot banget pingin bikin dinasti politik https://t.co/sKG4fvji5G,1.84e+18,https://pbs.twimg.com/ext_tw_video_thumb/1835286542887034880/pu/img/MOOkznzocwkfPIzH.jpg,,in,,1.0,1.0,19.0,https://x.com/liaasister/status/1835286617092718897,1.64e+18,liaasister
1.84e+18,Sun Sep 15 11:52:43 +0000 2024,3.0,@PKSejahtera Mau tanya min...kalau mendukung dinasti politik bisa bikin hati tenang gak min?,1.84e+18,,PKSejahtera,in,,0.0,1.0,0.0,https://x.com/bagusaj/status/1835285614155166194,79414821.0,bagusaj
1.84e+18,Sun Sep 15 11:49:05 +0000 2024,2.0,@tunnov @Iyan_concept @Ngelaraz Pertanyaan yg gampang dijawab tapi sulit dikemukakan karena takutnya pinceng dituduh mau mengembangkan politik dinasti di perguruan. Itu sesuai dengan omongan ki @Hegie_bae bbrp tahun yl.,1.84e+18,,tunnov,in,,0.0,1.0,1.0,https://x.com/JohnySibuea/status/1835284701394637157,2693402689.0,JohnySibuea
